Respondent,Hobby,OpenSource,Student,Employment,FormalEducation,UndergradMajor,CompanySize,YearsCoding,YearsCodingProf,JobSatisfaction,ConvertedSalary,NumberMonitors,CheckInCode,WakeTime,HoursComputer,HoursOutside,SkipMeals,Exercise,Age
7088,Yes,No,No,Employed full-time,Nd,In,2,4,4,3,110000,3,5,3,2,2,0,0,3
7089,No,Yes,No,Employed full-time,Md,Cd,4,11,10,2,150000,1,5,3,3,2,0,2,5
7090,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,8,4,3,3,135000,2,5,4,4,0,0,3,3
7091,Yes,No,No,Employed full-time,Bd,Ae,2,8,7,1,130000,4,3,4,2,0,2,1,5
7092,Yes,Yes,No,Employed full-time,Bd,Hu,1,4,3,2,90000,2,5,4,3,0,1,2,3
7093,Yes,No,No,Employed full-time,Nd,No,3,2,1,3,70000,3,2,3,2,0,1,0,3
7094,No,Yes,No,Employed full-time,Bd,Cd,8,6,4,2,3.00E+05,1,3,3,3,1,1,3,3
7095,Yes,Yes,"Yes, full-time",Employed full-time,Sd,,8,1,,,76000,1,3,5,2,2,1,3,3
7096,Yes,Yes,No,Employed full-time,Bd,We,6,3,2,3,73500,,,2,2,0,0,0,
7097,Yes,No,No,Employed full-time,Bd,In,4,7,7,3,99000,,,,,,,,
7098,Yes,Yes,No,Employed full-time,Bd,Cd,8,7,6,2,2.00E+05,3,5,3,3,1,0,3,4
7099,Yes,No,No,Employed full-time,Bd,Cd,7,5,2,3,2.00E+06,2,5,4,2,0,1,0,3
7100,Yes,No,No,Employed full-time,Ad,,8,2,2,0,98000,3,5,4,3,1,0,0,4
7101,Yes,Yes,No,Employed full-time,Bd,Cd,3,6,5,-3,190000,1,5,3,3,1,1,2,4
7102,Yes,No,No,Employed full-time,Bd,Ma,6,2,1,2,80000,3,,3,3,0,0,1,3
7103,Yes,No,No,Employed full-time,Bd,Hu,3,7,7,2,160000,2,5,4,4,1,2,2,4
7104,Yes,Yes,No,Employed full-time,Bd,Ss,3,1,1,3,60000,1,5,4,3,2,0,1,3
7105,Yes,No,No,Employed full-time,Nd,In,7,7,4,1,77000,3,5,3,3,1,1,0,4
7106,Yes,No,No,Employed full-time,Bd,Cd,2,2,2,1,92000,2,5,5,3,1,0,2,2
7107,Yes,Yes,No,Employed full-time,Nd,Cd,5,9,9,-1,92000,2,5,4,3,0,0,0,5
7108,No,Yes,No,Employed full-time,Md,Cd,7,5,2,2,130000,2,3,4,2,1,0,2,3
7109,Yes,Yes,No,Employed full-time,Bd,Cd,1,3,2,-2,52000,2,5,5,4,0,0,1,2
7110,No,No,"Yes, full-time",Employed full-time,Bd,Cd,3,5,2,2,65000,2,5,6,1,2,0,3,2
7111,Yes,No,No,Employed full-time,,,8,8,8,3,180000,3,5,5,2,1,1,0,4
7112,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Ss,1,3,3,2,35000,2,5,4,3,0,1,2,3
7113,Yes,No,No,Employed full-time,Bd,Cd,4,3,2,2,86000,2,5,2,3,0,0,3,3
7114,No,No,No,Employed full-time,Bd,We,8,3,3,2,90000,3,5,3,3,1,0,0,3
7115,Yes,Yes,No,Employed full-time,Nd,Ae,6,11,11,2,140000,2,,,,,,,
7116,Yes,No,No,Employed full-time,Bd,Cd,2,11,10,2,,1,5,3,3,0,1,0,5
7117,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,1,112345,2,5,5,3,0,1,0,3
7118,Yes,No,No,Employed full-time,Md,Cd,4,3,2,1,105000,2,3,5,3,2,1,2,3
7119,Yes,Yes,No,Employed full-time,Bd,Cd,1,4,3,3,75000,2,5,3,3,1,0,1,3
7120,Yes,Yes,"Yes, full-time",Employed full-time,Md,Cd,4,3,1,1,82000,2,3,4,2,2,0,2,3
7121,Yes,No,No,Employed full-time,Md,Ma,3,3,3,-2,110000,3,5,2,3,0,2,1,3
7122,Yes,No,"Yes, full-time",Employed part-time,Nd,Cd,3,3,1,2,70000,2,4,4,2,1,1,0,2
7123,No,No,No,Employed full-time,Bd,Cd,4,2,1,-1,2.00E+06,3,3,3,3,1,0,2,2
7124,Yes,No,No,Employed full-time,Bd,In,8,3,2,-2,75000,2,3,4,3,2,0,0,3
7125,Yes,No,No,Employed full-time,Md,Cd,7,2,2,2,16500,1,5,4,2,0,0,1,3
7126,Yes,Yes,No,Employed full-time,Bd,Cd,8,11,8,3,140000,3,5,3,2,2,0,2,4
7127,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,2,3,1,2,67000,3,3,4,2,2,0,1,3
7128,No,No,No,Employed full-time,Bd,Ns,6,2,1,3,72000,3,3,3,,,0,2,2
7129,Yes,No,No,Employed full-time,Bd,Ma,4,11,9,2,111000,2,3,3,2,0,0,2,5
7130,Yes,No,No,Employed full-time,Bd,Ae,4,5,3,2,118500,3,5,4,3,0,0,0,3
7131,Yes,Yes,No,Employed full-time,Bd,Cd,1,3,3,2,120000,3,5,2,3,2,0,2,3
7132,Yes,No,No,Employed full-time,Bd,Cd,6,10,8,2,90000,3,3,1,3,2,1,3,5
7133,Yes,No,No,Employed full-time,Bd,Cd,5,2,2,-1,72000,3,5,,,,,,
7134,Yes,No,No,Employed full-time,Bd,Ss,3,7,7,3,126000,2,2,4,3,1,1,1,4
7135,Yes,No,No,Employed full-time,Nd,Cd,5,4,3,2,1.00E+05,2,5,4,3,1,3,2,3
7136,Yes,Yes,No,Employed full-time,Nd,We,4,2,2,2,80000,2,5,4,3,0,0,0,4
7137,No,Yes,No,Employed full-time,Bd,Cd,8,7,4,2,135000,3,5,4,3,0,0,0,3
7138,Yes,Yes,No,Employed full-time,Md,Cd,8,3,2,2,1.00E+05,2,2,3,2,1,0,2,3
7139,Yes,No,No,Employed full-time,Md,Ns,3,3,2,3,90000,1,5,3,3,0,1,0,3
7140,Yes,No,No,Employed full-time,Odd,Ae,4,11,11,2,380000,2,5,3,3,1,1,2,6
7141,Yes,No,"Yes, full-time",Employed part-time,Sd,,8,3,,,90000,2,3,4,3,2,1,0,2
7142,Yes,Yes,No,Employed full-time,Md,Cd,8,6,3,2,66200,3,5,4,3,1,0,2,3
7143,Yes,No,No,Employed full-time,Odd,Ns,8,5,4,2,150000,1,5,4,4,0,0,1,4
7144,Yes,Yes,No,Employed full-time,Bd,Cd,4,7,6,2,89900,1,5,4,4,0,0,0,3
7145,Yes,No,No,Employed full-time,Md,Cd,8,9,7,2,180000,2,5,4,3,2,0,3,4
7146,Yes,No,No,Employed full-time,Bd,Ae,2,4,3,2,138000,2,4,4,3,2,0,0,3
7147,Yes,No,No,Employed full-time,Md,Ae,4,2,1,3,195000,3,4,3,3,2,3,3,3
7148,Yes,Yes,No,Employed full-time,Bd,Cd,8,7,3,2,1440000,2,2,5,3,2,1,3,5
7149,Yes,Yes,No,Employed full-time,Odd,Ns,3,11,6,-3,2.00E+06,2,5,6,3,2,1,2,4
7150,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,1,0,,3,4,3,3,2,0,2,2
7151,Yes,No,No,Employed full-time,Nd,Cd,4,3,1,1,72000,3,3,6,3,0,2,0,3
7152,Yes,Yes,No,Employed full-time,Bd,Cd,3,7,5,2,130000,4,5,4,3,1,0,1,4
7153,Yes,No,No,Employed full-time,Bd,Cd,3,7,6,3,80000,2,5,3,2,2,0,0,4
7154,No,No,"Yes, part-time",Employed full-time,Ad,Cd,8,2,1,-2,2.00E+06,1,2,4,2,2,2,2,3
7155,Yes,Yes,No,Employed full-time,Nd,Cd,3,11,7,0,114000,2,5,3,3,2,0,2,5
7156,No,No,No,Employed full-time,Bd,Cd,8,2,1,1,140000,2,5,5,3,2,0,2,2
7157,Yes,Yes,No,Employed full-time,Md,Ss,6,2,3,2,85000,1,,2,3,3,0,2,3
7158,Yes,Yes,No,Employed full-time,Bd,Hu,1,2,2,3,120000,1,5,3,2,0,1,2,3
7159,Yes,Yes,No,Employed full-time,Nd,Cd,6,4,2,3,115000,3,5,5,3,2,0,1,3
7160,Yes,Yes,No,Employed full-time,Md,Ae,2,5,4,1,110000,2,5,4,3,1,0,3,3
7161,Yes,Yes,No,Employed full-time,Bd,,3,4,3,3,117500,2,5,4,2,2,1,1,3
7162,Yes,No,No,Employed full-time,Md,Cd,7,2,1,2,108000,2,3,4,3,2,0,1,3
7163,Yes,No,No,Employed full-time,Bd,Cd,4,2,1,-2,60000,2,2,7,4,2,1,1,2
7164,No,Yes,No,Employed full-time,Bd,In,5,3,2,2,45000,1,5,4,3,0,0,0,3
7165,Yes,Yes,No,Employed full-time,Nd,Hu,1,2,2,2,93000,3,5,4,2,0,0,0,3
7166,Yes,Yes,No,Employed full-time,Bd,Cd,2,2,1,3,66000,3,5,3,2,1,0,0,2
7167,Yes,Yes,No,Employed full-time,Md,Cd,7,8,8,2,150000,2,5,3,3,2,0,1,4
7168,No,Yes,No,Employed full-time,Bd,Ss,3,7,7,0,57000,,,,,,,,
7169,Yes,No,No,Employed full-time,Bd,Cd,6,2,1,-1,63890,3,3,3,3,1,0,1,3
7170,Yes,Yes,No,Employed full-time,Nd,Cd,5,5,5,-3,128000,2,4,6,3,1,0,1,3
7171,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,3,155000,2,5,3,2,2,0,1,3
7172,Yes,Yes,No,Employed full-time,Bd,Cd,4,8,6,1,164000,1,5,3,3,1,0,0,3
7173,Yes,Yes,No,Employed full-time,Md,Cd,8,5,3,2,135000,2,5,2,2,3,0,2,3
7174,No,Yes,No,Employed full-time,Md,Cd,8,5,4,-3,102000,2,3,5,3,2,0,0,4
7175,Yes,No,No,Employed full-time,Bd,Cd,2,3,2,3,150000,1,5,4,2,2,0,0,4
7176,Yes,No,No,Employed full-time,Nd,Hu,8,9,8,2,280000,3,3,3,2,2,0,1,5
7177,Yes,No,No,Employed full-time,Bd,Cd,8,3,2,-3,120000,2,3,2,2,3,0,1,3
7178,Yes,Yes,No,Employed full-time,Nd,Cd,4,5,4,1,105000,1,3,2,3,1,1,1,3
7179,Yes,Yes,No,Employed full-time,Ad,Cd,2,6,3,3,120000,1,4,5,3,1,2,0,3
7180,Yes,No,No,Employed full-time,Md,Cd,4,11,11,2,149000,2,4,2,2,1,0,3,6
7181,Yes,Yes,No,Employed full-time,Bd,Cd,4,10,10,2,120000,1,5,2,3,2,0,2,5
7182,Yes,Yes,No,Employed full-time,Ad,No,8,4,3,-3,3.00E+05,2,5,6,3,1,0,2,3
7183,Yes,No,"Yes, full-time",Employed part-time,Nd,Cd,3,2,,,14000,1,3,2,2,0,0,0,2
7184,Yes,No,No,Employed full-time,Bd,Ss,4,4,4,2,113000,2,5,4,3,1,1,2,4
7185,Yes,Yes,No,Employed full-time,Nd,Cd,2,5,5,2,190000,3,5,4,3,1,1,0,3
7186,Yes,Yes,No,Employed full-time,Bd,Cd,5,3,3,2,70000,2,5,1,4,0,0,0,3
7187,No,Yes,"Yes, full-time",Employed part-time,Ad,Ar,6,3,2,2,,2,3,5,2,2,2,3,2
7188,Yes,No,No,Employed full-time,Bd,Cd,4,5,2,2,120000,2,5,3,2,2,0,2,3
7189,Yes,No,No,Employed full-time,Bd,Cd,8,4,3,1,94800,3,5,2,3,0,0,2,3
7190,Yes,Yes,No,Employed full-time,Bd,Cd,5,4,3,3,110000,2,5,4,2,0,0,0,3
7191,No,No,No,Employed full-time,No,,1,11,11,3,,,4,3,3,4,3,3,
7192,No,No,No,Employed full-time,Bd,Cd,4,3,1,1,47500,2,4,3,2,0,0,0,2
7193,Yes,No,No,Employed full-time,Bd,Cd,4,6,4,2,126000,3,5,4,3,1,0,2,3
7194,Yes,Yes,No,Employed full-time,Odd,Ma,4,3,3,2,2.00E+06,1,5,3,2,2,0,2,3
7195,Yes,Yes,No,Employed full-time,Bd,Cd,8,8,7,3,150000,2,3,0,4,2,3,0,4
7196,Yes,Yes,No,Employed full-time,Bd,In,6,3,2,3,145000,2,5,2,3,1,0,0,3
7197,No,No,No,Employed full-time,Nd,In,3,2,2,2,54000,2,5,4,3,2,0,1,3
7198,Yes,Yes,"Yes, full-time",Employed full-time,Bd,Ns,1,2,1,0,34000,2,3,5,2,2,3,3,3
7199,Yes,No,No,Employed full-time,Nd,Cd,4,4,2,1,77000,3,5,3,2,3,0,2,3
7200,Yes,Yes,No,Employed full-time,Bd,Ns,3,7,4,3,2.00E+05,2,5,3,4,1,0,2,3
7201,Yes,No,No,Employed full-time,Nd,Cd,3,2,2,3,120000,2,4,4,3,2,1,1,3
7202,Yes,No,No,Employed full-time,Bd,Ss,6,1,1,3,1.00E+05,3,5,4,3,2,1,1,3
7203,Yes,No,No,Employed full-time,Bd,In,3,4,3,-2,150000,2,5,4,2,1,0,0,3
7204,Yes,Yes,No,Employed full-time,Bd,Ma,4,2,1,-2,48000,2,3,2,3,2,0,0,2
7205,Yes,Yes,No,Employed full-time,Nd,Cd,3,3,2,-1,50000,3,5,3,2,0,2,0,2
7206,Yes,No,No,Employed full-time,Bd,Hu,3,3,2,3,125000,1,5,4,2,0,0,1,3
7207,No,Yes,No,Employed full-time,Md,Cd,3,11,11,3,140000,1,3,3,3,2,1,3,6
7208,Yes,No,No,Employed full-time,Sd,,6,2,1,-2,65000,2,3,0,3,1,1,1,2
7209,Yes,No,No,Employed full-time,Bd,Ar,3,3,2,2,1.00E+05,1,5,4,2,2,1,2,3
7210,Yes,Yes,No,Employed full-time,Odd,Ae,1,11,8,3,160000,2,5,4,3,3,0,2,5
7211,Yes,Yes,No,Employed full-time,Md,Ns,6,2,2,1,70000,2,2,4,3,1,0,3,3
7212,Yes,No,"Yes, full-time",Employed full-time,Bd,,2,3,1,0,80000,1,3,3,1,1,2,1,2
7213,Yes,No,No,Employed full-time,Md,Ae,6,10,6,2,144000,4,3,4,2,1,0,2,5
7214,Yes,No,No,Employed full-time,Odd,Ar,6,1,1,3,70000,2,5,4,2,1,0,3,3
7215,Yes,Yes,No,Employed full-time,Md,Cd,8,4,2,0,80000,1,4,3,3,0,0,0,3
7216,Yes,No,No,Employed full-time,Md,Ns,6,2,1,3,82500,2,4,4,2,1,0,1,3
7217,No,No,No,Employed full-time,Bd,Cd,4,6,4,0,1.00E+05,1,3,4,2,0,0,0,3
7218,Yes,Yes,No,Employed full-time,Odd,Ae,8,11,6,2,124000,,,3,3,1,0,1,
7219,Yes,Yes,No,Employed full-time,Sd,,7,6,6,-1,180000,1,4,5,3,0,1,1,3
7220,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,3,3,113000,2,5,5,3,0,0,0,3
7221,Yes,No,No,Employed full-time,Bd,Cd,6,3,2,2,65000,3,,1,3,2,0,2,3
7222,Yes,No,No,Employed full-time,Bd,Cd,2,3,1,3,,4,3,6,3,0,1,1,2
7223,Yes,Yes,No,Employed full-time,Sd,,3,3,3,-3,50000,2,5,3,3,2,1,3,3
7224,Yes,Yes,No,Employed full-time,Bd,Ae,5,4,3,3,115000,2,5,3,3,2,1,2,3
7225,Yes,No,No,Employed full-time,Bd,Cd,1,6,5,-3,1.00E+05,2,5,3,3,1,0,1,4
7226,No,No,No,Employed full-time,Prd,Ss,6,7,7,3,126300,2,5,4,2,1,0,1,4
7227,Yes,No,No,Employed full-time,Nd,Cd,2,4,2,-1,50000,3,5,4,3,0,0,2,2
7228,Yes,No,No,Employed full-time,Ad,Cd,4,6,6,2,143000,2,5,4,2,0,0,0,3
7229,Yes,Yes,No,Employed full-time,Bd,Cd,4,6,3,3,105000,2,5,4,4,0,1,0,3
7230,Yes,Yes,No,Employed full-time,Nd,Cd,3,8,2,2,93000,2,5,3,3,1,0,1,4
7231,Yes,Yes,No,Employed full-time,Bd,Ss,8,4,4,0,250000,1,3,4,3,1,0,1,4
7232,Yes,Yes,No,Employed full-time,Bd,Cd,8,7,7,2,,2,4,4,3,0,1,0,
7233,Yes,No,"Yes, full-time",Employed part-time,Sd,,3,4,1,3,12500,2,5,9,3,1,0,3,2
7234,Yes,Yes,"Yes, full-time",Employed full-time,Md,Ma,4,4,1,1,75000,2,5,4,3,1,0,2,3
7235,Yes,Yes,No,Employed full-time,Bd,Cd,4,2,1,3,63000,3,3,0,3,0,0,0,2
7236,Yes,No,No,Employed full-time,Bd,Cd,6,4,3,-1,121000,2,3,1,2,1,1,0,3
7237,Yes,No,No,Employed full-time,Nd,No,6,5,3,1,85000,2,3,1,3,1,3,1,4
7238,No,No,No,Employed full-time,Bd,Cd,8,5,3,2,130000,2,5,3,3,0,0,0,3
7239,Yes,Yes,No,Employed full-time,Nd,Ar,2,2,1,3,80000,1,5,3,3,0,0,0,3
7240,Yes,No,No,Employed full-time,Bd,Ae,3,1,1,-3,74400,2,3,3,3,1,0,1,2
7241,Yes,No,No,Employed full-time,Nd,Cd,8,4,2,3,180000,1,5,2,3,3,0,3,3
7242,Yes,Yes,No,Employed full-time,Md,Ss,4,8,8,3,160000,2,5,4,3,2,0,1,4
7243,Yes,Yes,"Yes, full-time",Employed part-time,Sd,,3,1,1,1,15000,2,5,2,2,2,1,3,2
7244,No,No,No,Employed full-time,Bd,Ss,4,2,1,2,78750,2,3,4,4,0,0,0,3
7245,Yes,No,No,Employed full-time,Bd,Ae,4,9,8,3,156000,1,5,3,3,1,0,1,4
7246,Yes,Yes,No,Employed full-time,Bd,Cd,4,8,6,1,105000,1,5,1,3,2,3,0,4
7247,Yes,Yes,No,Employed full-time,Bd,In,4,3,3,2,95000,2,5,2,3,2,0,2,3
7248,Yes,No,No,Employed full-time,Bd,Hu,3,2,1,2,1096656,3,4,2,2,0,3,0,3
7249,Yes,No,No,Employed full-time,Bd,Cd,8,11,8,3,94000,3,5,3,3,1,0,2,5
7250,Yes,No,No,Employed full-time,No,,2,2,2,2,,2,3,4,3,2,0,0,3
7251,Yes,Yes,"Yes, part-time",Employed full-time,Md,Ma,6,2,2,0,75000,3,5,4,3,2,3,0,3
7252,Yes,Yes,No,Employed full-time,Md,Cd,4,9,6,3,137000,2,5,6,3,0,2,1,4
7253,Yes,No,No,Employed full-time,Bd,Cd,5,4,3,-1,,2,5,2,3,0,0,2,3
7254,Yes,No,No,Employed full-time,Nd,Cd,2,2,2,-2,84000,2,5,,,,,,
7255,Yes,Yes,No,Employed full-time,Sd,,5,8,6,2,150000,3,5,5,4,1,1,1,3
7256,Yes,Yes,No,Employed full-time,Bd,Cd,1,7,6,3,103000,3,5,1,3,0,0,3,4
7257,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,2,84000,3,3,3,3,0,1,1,3
7258,Yes,No,No,Employed full-time,Md,Cd,4,11,7,2,115000,2,4,2,4,0,0,0,5
7259,Yes,Yes,No,Employed full-time,Bd,Ns,6,4,1,3,198000,2,4,6,2,2,0,3,2
7260,Yes,No,No,Employed full-time,Bd,Ae,6,8,2,-2,110000,1,1,3,2,1,2,0,4
7261,No,Yes,No,Employed full-time,Md,In,1,1,1,3,150000,2,,2,4,1,2,0,4
7262,Yes,No,No,Employed full-time,Bd,Cd,6,2,1,1,58000,3,5,5,3,2,0,2,3
7263,Yes,No,No,Employed full-time,Bd,Cd,3,3,2,-1,1440000,3,5,2,2,2,2,2,3
7264,Yes,Yes,No,Employed full-time,Md,Cd,4,8,8,2,115000,2,5,3,3,1,0,0,4
7265,No,No,"Yes, full-time",Employed full-time,Md,Cd,4,5,4,3,175000,1,5,5,3,2,0,1,3
7266,No,Yes,No,Employed full-time,Bd,Cd,3,5,3,-2,130000,2,5,4,2,2,1,2,4
7267,Yes,Yes,No,Employed full-time,Md,Cd,8,8,7,-1,210000,4,5,4,3,2,0,0,4
7268,Yes,No,No,Employed full-time,Bd,Ns,6,6,6,-2,130000,3,3,2,2,1,0,2,4
7269,No,No,No,Employed full-time,Md,Cd,2,5,3,1,1.00E+05,2,5,4,2,1,2,0,3
7270,Yes,No,,Employed full-time,Nd,,4,4,3,-1,120000,2,2,3,3,1,1,2,5
7271,Yes,Yes,No,Employed full-time,Bd,Cd,3,7,5,2,133000,2,3,4,3,0,0,1,4
7272,No,No,No,Employed full-time,Bd,Cd,4,3,3,-1,2.00E+06,2,5,2,2,2,0,2,3
7273,Yes,Yes,No,Employed full-time,Md,Cd,8,4,3,-1,160000,3,5,4,3,2,0,2,3
7274,Yes,Yes,No,Employed full-time,Md,Cd,3,6,4,-3,95000,2,5,4,3,1,2,2,3
7275,Yes,No,No,Employed full-time,Bd,Hu,4,1,1,2,42000,1,5,3,2,1,0,2,2
7276,Yes,Yes,No,Employed full-time,Bd,In,3,10,3,-3,133000,3,3,2,2,1,0,1,5
7277,Yes,Yes,"Yes, full-time",Employed full-time,Md,Cd,6,3,3,-1,123000,2,5,0,2,1,0,2,3
7278,No,No,No,Employed full-time,Md,Cd,7,3,1,1,112000,3,3,5,2,1,0,2,2
7279,Yes,No,No,Employed full-time,Md,Cd,3,5,3,2,68000,3,4,4,2,0,0,2,3
7280,Yes,No,No,Employed full-time,Bd,Cd,8,4,3,0,115000,2,5,4,3,2,1,1,3
7281,Yes,No,No,Employed full-time,Bd,Cd,8,3,1,-1,87000,3,3,6,2,1,0,1,2
7282,No,Yes,No,Employed full-time,Nd,Cd,5,7,5,3,125000,2,3,5,3,0,0,2,3
7283,Yes,Yes,No,Employed full-time,Bd,Ss,1,5,3,2,85000,2,5,5,3,2,0,2,
7284,Yes,Yes,No,Employed full-time,Md,Cd,2,4,4,-2,110000,2,5,5,3,3,0,2,4
7285,No,No,No,Employed full-time,Bd,Cd,8,3,2,2,,1,5,5,3,2,0,3,3
7286,Yes,Yes,No,Employed full-time,Bd,Cd,3,3,1,3,70500,2,4,3,3,1,0,0,2
7287,Yes,No,No,Employed full-time,Nd,In,2,3,3,3,85000,2,4,4,3,0,1,0,3
7288,Yes,No,No,Employed full-time,Nd,Cd,6,6,5,2,130000,2,3,4,4,1,2,0,4
7289,No,No,No,Employed full-time,Bd,In,6,5,4,2,86000,2,3,2,2,1,1,2,3
7290,No,Yes,No,Employed full-time,Bd,Ss,3,3,3,0,55000,2,5,4,2,1,0,0,3
7291,Yes,No,No,Employed full-time,Bd,Ar,7,5,5,2,,2,5,4,2,1,0,1,4
7292,Yes,No,No,Employed full-time,Md,Cd,8,11,11,1,160000,2,5,3,2,2,1,2,6
7293,Yes,No,No,Employed full-time,Bd,Cd,7,2,1,1,117000,3,2,3,3,1,0,1,2
7294,Yes,No,No,Employed full-time,Bd,Cd,8,6,4,2,110000,3,5,4,2,1,0,0,3
7295,Yes,Yes,No,Employed full-time,Bd,Cd,1,3,2,-3,75500,1,5,3,3,2,0,2,3
7296,Yes,Yes,No,Employed full-time,Md,Ae,1,3,1,3,76000,2,1,5,3,0,3,0,3
7297,Yes,No,No,Employed full-time,Bd,Cd,3,4,3,2,135000,3,5,5,4,1,0,2,3
7298,Yes,No,No,Employed full-time,Bd,Bu,4,1,1,1,59000,2,4,3,3,1,1,3,3
7299,Yes,Yes,No,Employed full-time,Bd,Cd,6,3,2,2,65000,3,5,3,4,1,0,0,2
7300,Yes,Yes,No,Employed full-time,Odd,Ns,4,6,4,3,120000,2,5,3,3,1,0,0,3
7301,Yes,No,No,Employed full-time,Bd,Cd,8,4,4,2,85000,2,5,3,4,2,0,0,3
7302,Yes,No,No,Employed full-time,Bd,Cd,8,4,1,1,104000,1,3,0,2,0,3,0,3
7303,No,No,No,Employed full-time,Md,Cd,4,4,3,-1,103000,3,5,4,3,1,0,0,3
7304,Yes,Yes,No,Employed full-time,Md,Cd,4,3,2,1,87000,1,5,5,2,4,1,3,3
7305,Yes,No,No,Employed full-time,Bd,Cd,4,6,3,3,115000,4,5,3,3,0,0,0,3
7306,No,No,"Yes, full-time",Employed full-time,Md,Cd,3,6,3,-2,150000,2,4,3,2,1,1,1,3
7307,Yes,No,No,Employed full-time,Bd,Cd,3,3,2,3,65000,3,5,4,3,1,1,2,3
7308,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,1,2,107000,3,5,4,2,2,0,2,2
7309,Yes,No,"Yes, part-time",Employed full-time,Ad,Cd,6,6,3,2,57096,2,0,2,2,2,0,0,3
7310,Yes,Yes,No,Employed full-time,Bd,Ns,3,7,7,2,2.00E+06,1,5,1,3,2,2,2,5
7311,Yes,Yes,No,Employed full-time,Nd,Cd,2,5,4,3,160000,2,5,3,3,2,1,3,3
7312,Yes,No,No,Employed full-time,Nd,Cd,8,5,2,-1,68040,3,3,1,3,0,3,0,3
7313,No,No,"Yes, full-time",Employed full-time,Bd,Cd,8,2,1,-2,70000,,,,,,,,
7314,Yes,Yes,No,Employed full-time,Md,Cd,4,6,3,3,250000,2,5,6,3,2,0,2,3
7315,No,No,No,Employed full-time,Bd,In,6,8,8,2,110000,2,5,3,2,1,0,2,5
7316,Yes,Yes,No,Employed full-time,Ad,In,4,6,6,2,61000,2,5,2,2,2,1,1,4
7317,Yes,No,"Yes, full-time",Employed part-time,Nd,Cd,3,2,1,-2,34500,2,5,4,3,1,0,1,2
7318,Yes,No,No,Employed full-time,Md,Ns,2,3,2,2,,2,5,2,3,2,0,3,3
7319,No,No,No,Employed full-time,Bd,Cd,4,11,11,2,120000,2,3,2,2,0,0,0,5
7320,Yes,No,No,Employed full-time,Bd,Bu,3,2,1,2,120000,3,5,3,2,1,1,1,3
7321,Yes,No,No,Employed full-time,Bd,Ae,4,4,2,-1,1.00E+05,2,2,4,2,0,0,2,3
7322,No,No,No,Employed full-time,Md,Cd,8,6,4,2,87500,4,3,3,2,1,0,0,3
7323,No,No,No,Employed full-time,Bd,Cd,4,4,3,2,155000,2,3,6,2,2,0,0,3
7324,Yes,Yes,No,Employed full-time,Md,Cd,4,4,3,2,160000,1,5,4,2,1,0,2,4
7325,Yes,Yes,No,Employed full-time,Bd,In,4,6,4,3,120000,2,5,3,3,1,2,1,3
7326,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Cd,6,3,2,1,90000,3,4,4,3,2,0,0,3
7327,Yes,Yes,No,Employed full-time,Bd,Ns,2,3,2,-2,105000,2,5,4,2,2,0,2,2
7328,Yes,Yes,No,Employed full-time,Ad,No,4,5,6,2,150000,1,5,4,4,2,0,0,4
7329,Yes,Yes,No,Employed full-time,Bd,In,1,1,1,-2,60000,2,5,3,3,2,0,1,3
7330,No,No,"Yes, full-time",Employed part-time,Sd,,2,1,,,8000,1,,0,1,1,0,1,2
7331,Yes,No,No,Employed full-time,Md,Cd,6,4,4,-2,105000,2,5,3,3,1,2,2,4
7332,Yes,Yes,No,Employed full-time,Odd,Ns,4,7,5,-1,165000,3,5,1,3,0,1,0,3
7333,No,Yes,No,Employed full-time,Bd,In,3,4,4,1,1.00E+05,1,4,4,3,1,1,0,3
7334,Yes,Yes,No,Employed full-time,Odd,Cd,8,7,4,3,145000,4,5,3,3,1,1,2,3
7335,Yes,Yes,No,Employed full-time,Md,Cd,7,10,6,2,125000,1,1,3,2,1,0,2,4
7336,Yes,Yes,No,Employed full-time,Bd,In,6,5,4,-3,118000,2,5,4,2,1,0,2,3
7337,Yes,No,No,Employed full-time,Bd,Ss,4,3,3,1,1.00E+05,3,5,2,2,1,0,0,4
7338,No,No,No,Employed full-time,Md,Cd,2,1,1,-1,,2,5,3,3,1,1,2,2
7339,Yes,Yes,No,Employed full-time,Bd,Ns,5,8,7,2,110000,2,5,5,3,2,0,2,4
7340,Yes,Yes,No,Employed full-time,Bd,Ae,2,9,7,1,93000,3,5,3,3,2,0,1,4
7341,Yes,No,No,Employed full-time,Bd,Cd,6,11,11,-1,120000,1,4,3,3,0,0,1,6
7342,Yes,Yes,No,Employed full-time,Bd,Ss,2,4,4,3,80000,2,5,4,2,2,0,2,3
7343,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,6,6,5,1,,2,5,4,3,2,1,0,4
7344,Yes,No,No,Employed full-time,Md,Cd,6,6,6,0,150000,1,5,2,2,2,0,1,4
